periodo_bisemanal,lugar,lugarId,longitude_lugar,latitude_lugar,contratos_novos,tipo_moto
2025-11-W23,Mottu São João de Meriti,314,-43.362295,-22.7817948,49,Nova
2025-11-W23,Mottu Messejana,402,-38.4827516,-3.8372596,28,Nova
2025-11-W23,Mottu Duque de Caxias,469,-43.3044152,-22.7915257,7,Usada
2025-11-W23,Mottu Cariacica,489,-40.3977994,-20.34272,15,Usada
2025-05-W10,Mottu Palhoça,296,-48.6580545,-27.6348873,5,Nova
2025-08-W16,Mottu Livramento de Nossa Senhora,345,-41.8419522,-13.652887,1,Nova
2025-09-W20,Mottu Gravataí,446,-50.9888634,-29.9476818,3,Nova
2025-09-W20,Mottu Mérida,249,-89.65309320000001,20.9862862,13,Nova
2025-07-W14,Mottu Camaçari,173,-38.3265349,-12.7028234,56,Nova
2025-08-W16,Mottu Parnaíba,115,-41.7433568,-2.9196028,19,Nova
2025-12-W26,Mottu Campos dos Goytacazes,285,-41.308633,-21.77516,2,Usada
2025-09-W19,Mottu Mérida,249,-89.65309320000001,20.9862862,20,Nova
2025-07-W15,Mottu Macaé,266,-41.7760882,-22.3816512,27,Nova
2025-07-W14,Mottu Itatiba,279,-46.843805,-23.0038219,3,Nova
2025-07-W14,Mottu Camaragibe,324,-34.9686939,-8.0196345,7,Nova
2026-01-W02,Mottu Pelotas,203,-52.3373271,-31.7742644,3,Semi-nova
2026-01-W02,Mottu Camboriú,289,-48.6528917,-27.0152109,11,Nova
2025-07-W15,Mottu Andradina,237,-51.3687814,-20.9013619,2,Nova
2025-07-W15,Mottu Cianorte,229,-52.6292505,-23.669992,2,Nova
2025-07-W15,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,4,Usada
2025-06-W12,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,38,Nova
2025-06-W12,Mottu Itajaí,111,-48.6820452,-26.9133451,50,Nova
2025-02-W03,Mottu CDMX Cien Metros,85,-99.1507383881324,19.505780122172116,20,Nova
2025-02-W03,Mottu Juiz de Fora,95,-43.3359161,-21.7691398,5,Usada
2025-10-W22,Mottu Crato,295,-39.39295449999999,-7.225556,4,Usada
2026-03-W05,Mottu Jequié,271,-40.0720649,-13.8539274,13,Nova
2026-03-W05,Mottu Toledo,463,-53.7600405,-24.7337473,3,Nova
2026-03-W05,Mottu São João de Meriti,314,-43.362295,-22.7817948,38,Nova
2026-03-W05,Mottu Queimados,563,-43.55701982975006,-22.71967520059187,13,Nova
2026-03-W05,Mottu Castanhal,365,-47.9371906,-1.2934534,4,Semi-nova
2026-03-W05,Mottu Santa Maria,455,-53.8158063,-29.7005973,3,Semi-nova
2026-03-W05,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,34,Nova
2025-06-W13,Mottu Americana - Bicudo Motos,97,-47.3452417,-22.7449354,2,Nova
2025-06-W13,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,24,Nova
2025-06-W13,Mottu Camaçari,173,-38.3265349,-12.7028234,36,Nova
2025-05-W11,Mottu Bragança Paulista,281,-46.546081,-22.9539627,2,Nova
2025-04-W08,Mottu Itajaí,111,-48.6820452,-26.9133451,3,Usada
2025-10-W20,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,16,Nova
2025-10-W20,Mottu Tucumã,494,-51.145936,-6.7508881,2,Nova
2025-10-W20,Mottu Divinópolis,174,-44.887042,-20.1475955,6,Usada
2025-10-W21,Mottu Lorena,484,-45.1072046,-22.7348859,24,Nova
2025-12-W25,Mottu Duque de Caxias - Bino Motors,368,-43.3233591,-22.7865594,19,Semi-nova
2025-12-W25,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,6,Semi-nova
2025-12-W25,Mottu Linhares,258,-40.0475241,-19.3904254,11,Semi-nova
2025-12-W25,Mottu Itaquaquecetuba,423,-46.3402494,-23.4665328,4,Nova
2026-01-W01,Mottu Itapeva,425,-48.8811563,-23.9879268,9,Nova
2026-02-W05,Mottu Mongaguá,323,-46.673477,-24.120386,2,Nova
2026-02-W05,Mottu Itabaiana,358,-37.4285187,-10.6835409,2,Nova
2026-02-W05,Mottu Queimados,563,-43.55701982975006,-22.71967520059187,6,Nova
2025-10-W21,Mottu Senhor do Bonfim,355,-40.1824922,-10.4580255,8,Nova
2025-08-W18,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,4,Usada
2025-08-W18,Mottu Patos,300,-37.279752,-7.025593,5,Nova
2026-01-W02,Mottu Piçarreira,183,-42.7586426,-5.061992,7,Usada
2026-02-W04,Mottu Nova Iguaçu,478,-43.4301659,-22.7650319,77,Nova
2025-08-W16,Mottu Andradina,237,-51.3687814,-20.9013619,2,Nova
2025-03-W06,Mottu Itajaí,111,-48.6820452,-26.9133451,23,Nova
2025-11-W23,Mottu Rio das Ostras,338,-41.924806,-22.5048776,9,Nova
2025-11-W23,Mottu Assis,231,-50.4260451,-22.6493911,9,Nova
2025-08-W17,Mottu Assis,231,-50.4260451,-22.6493911,5,Nova
2025-08-W17,Mottu Castanhal,365,-47.9371906,-1.2934534,62,Nova
2025-07-W13,Mottu Sete Lagoas,372,-44.22583350000001,-19.469763,1,Nova
2025-12-W26,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,26,Nova
2025-12-W26,Mottu São Lourenço da Mata,320,-35.0400046,-8.0011023,2,Nova
2025-12-W26,Mottu São Mateus,514,-46.4749112,-23.5945329,47,Nova
2025-12-W26,Mottu Itapecerica da Serra,424,-46.8559486,-23.6909795,2,Nova
2025-06-W13,Mottu Bragança Paulista,281,-46.546081,-22.9539627,3,Nova
2025-02-W04,Mottu Mauá,177,-46.4473626,-23.6751585,7,Nova
2025-12-W25,Mottu Crato,295,-39.39295449999999,-7.225556,15,Nova
2025-12-W25,Mottu Maracanaú,180,-38.5836855,-3.8404468,16,Usada
2025-09-W19,Mottu Quixadá,392,-39.0195832,-4.9668412,6,Nova
2025-06-W12,Mottu Divinópolis,174,-44.887042,-20.1475955,5,Nova
2026-01-W01,Mottu Vitória de Santo Antão,250,-35.304595,-8.117414300000002,4,Usada
2026-01-W01,Mottu Ipojuca,267,-35.011411,-8.435336,8,Nova
2026-02-W04,Mottu Linhares,258,-40.0475241,-19.3904254,11,Nova
2026-02-W04,Mottu Trizidela do Vale,539,-44.61825049999999,-4.5699989,3,Nova
2026-03-W05,Mottu Itapira,412,-46.8197923,-22.4278774,4,Nova
2026-03-W05,Mottu Suzano,187,-46.3071851,-23.5467218,4,Nova
2026-03-W05,Mottu Viamão,451,-51.0336219,-30.0830061,3,Nova
2025-10-W21,Mottu Tauá,465,-40.2854806,-6.0033325,1,Nova
2026-01-W03,Mottu Jequié,271,-40.0720649,-13.8539274,1,Semi-nova
2025-12-W25,Mottu Itajubá,292,-45.4535953,-22.4299605,2,Nova
2025-12-W25,Mottu Porto Seguro,329,-39.0740837587514,-16.4245382185599,2,Semi-nova
2025-12-W25,Mottu Eunápolis,417,-39.5861931,-16.3726725,4,Semi-nova
2025-12-W25,Mottu Votorantim,204,-47.4394575,-23.5286555,2,Nova
2025-12-W25,Mottu Atibaia,270,-46.565403,-23.1165566,5,Nova
2026-01-W03,Mottu Guarapari,468,-40.49502074473068,-20.651749889355017,1,Semi-nova
2025-06-W11,Mottu Sarandi,228,-51.873397,-23.4463653,3,Nova
2025-06-W11,Mottu Maricá,332,-42.9612723,-22.9015342,1,Nova
2025-07-W15,Mottu Alagoinhas,110,-38.4132317,-12.1514227,8,Nova
2026-02-W03,Mottu Vila Leopoldina,477,-46.73993820067825,-23.522765519916486,23,Usada
2025-03-W07,Mottu Ananindeua,122,-48.3808784,-1.3471502,1,Semi-nova
2025-12-W24,Mottu Poços de Caldas,515,-46.6022363,-21.782385,2,Nova
2025-12-W24,Mottu Castanhal,365,-47.9371906,-1.2934534,1,Semi-nova
2025-12-W24,Mottu Santa Maria,455,-53.8158063,-29.7005973,1,Semi-nova
2025-12-W24,Mottu Valparaíso,310,-47.985497,-16.060733,2,Usada
2025-05-W10,Mottu Ananindeua,122,-48.3808784,-1.3471502,10,Semi-nova
2025-08-W16,Mottu Piçarreira,183,-42.7586426,-5.061992,2,Semi-nova
2025-02-W04,Mottu Piçarreira,183,-42.7586426,-5.061992,3,Nova
2025-02-W04,Mottu Várzea Paulista,206,-46.8649792,-23.2053927,2,Nova
2026-03-W05,Mottu Bragança,238,-46.7823569,-1.064328,2,Usada
2025-09-W20,Mottu Ipatinga,55,-42.55526374,-19.45593409,3,Nova
2025-09-W20,Mottu Duque de Caxias - Bino Motors,368,-43.3233591,-22.7865594,3,Nova
2025-09-W19,Mottu Paranaguá - Donizete Motos,232,-48.5420907,-25.546194,13,Nova
2025-11-W23,Mottu Pouso Alegre,472,-45.9310217,-22.2407162,3,Usada
2025-08-W17,Mottu Embu das Artes,161,-46.8525229,-23.6578385,5,Nova
2025-12-W26,Mottu Ilhéus,304,-39.0310408,-14.8334235,1,Nova
2025-09-W20,Mottu Tucumã,494,-51.145936,-6.7508881,1,Nova
2025-06-W13,Mottu Araucária,234,-49.406216,-25.5858511,3,Nova
2025-12-W26,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,13,Usada
2026-02-W05,Mottu Maracanaú,180,-38.5836855,-3.8404468,4,Semi-nova
2026-02-W05,Mottu São José de Ribamar,513,-44.15766835212708,-2.5513641091356254,1,Semi-nova
2025-08-W18,Mottu Barbacena,299,-43.735971,-21.2315675,1,Nova
2025-04-W09,Mottu Jaraguá do Sul,286,-49.0718982,-26.478849,1,Nova
2025-09-W19,Mottu Araras,160,-47.3660074,-22.3607698,2,Nova
2026-03-W05,Mottu Iguatu,401,-39.2972811,-6.3567887,1,Semi-nova
2026-02-W05,Mottu Toluca,459,-99.6648862,19.2916126,2,Usada
2026-02-W05,Mottu Toluca,459,-99.6648862,19.2916126,2,Nova
2026-02-W05,Mottu Toluca,459,-99.6648862,19.2916126,1,Semi-nova
2024-09-W19,Mottu Vila Leopoldina,477,-46.73993820067825,-23.522765519916486,1,Usada
2025-02-W04,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,4,Nova
2025-09-W18,Mottu Pelotas,203,-52.3373271,-31.7742644,2,Semi-nova
2025-06-W13,Mottu Fernandópolis,334,-50.2524636,-20.2743632,5,Nova
2026-03-W05,Mottu Abreu e Lima,328,-34.9024441,-7.9076754,3,Semi-nova
2026-03-W05,Mottu Passo Fundo,522,-52.3966083,-28.2532884,3,Semi-nova
2025-10-W21,Mottu Capanema,480,-47.179144,-1.188381,5,Nova
2025-10-W21,Mottu Magé,317,-43.1860756,-22.6069978,4,Semi-nova
2024-09-W20,Mottu Ipatinga,55,-42.55526374,-19.45593409,1,Nova
2024-07-W15,Mottu CDMX Cien Metros,85,-99.1507383881324,19.505780122172116,2,Usada
2025-06-W13,Mottu Ipatinga,55,-42.55526374,-19.45593409,2,Nova
2025-11-W24,Mottu Redenção,493,-50.0291246,-8.0344328,1,Nova
2024-06-W12,Mottu Mexico Guadalajara,47,-103.31507792883569,20.595217564717,1,Usada
2025-10-W20,Mottu Valparaíso,310,-47.985497,-16.060733,2,Semi-nova
2025-05-W09,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,8,Nova
2026-03-W05,Mottu Santa Inês,545,-45.3885756,-3.6618876,1,Semi-nova
2025-11-W22,Mottu Parnaíba,115,-41.7433568,-2.9196028,9,Nova
2025-11-W22,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,18,Nova
2025-11-W22,Mottu Ibiúna,461,-47.2255891,-23.6601203,3,Nova
2025-11-W22,Mottu Icoaraci,404,-48.4532355,-1.3183456,7,Usada
2025-11-W22,Mottu Piçarreira,183,-42.7586426,-5.061992,6,Usada
2026-03-W06,Mottu Piçarreira,183,-42.7586426,-5.061992,1,Nova
2026-03-W06,Mottu Blumenau,356,-49.08405880000001,-26.8920532,2,Nova
2026-03-W06,Mottu Bauru,175,-49.0480625,-22.335849,2,Nova
2025-08-W17,Mottu Paranaguá - Donizete Motos,232,-48.5420907,-25.546194,2,Semi-nova
2025-08-W16,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,1,Nova
2024-07-W15,Mottu Itabuna,116,-39.2906588,-14.8154373,1,Semi-nova
2026-02-W03,Mottu São João Del Rei,399,-44.2521419,-21.1276679,1,Usada
2024-12-W27,Mottu Juiz de Fora,95,-43.3359161,-21.7691398,3,Usada
2025-11-W23,Mottu Campo Largo,233,-49.3918849,-25.4610244,2,Nova
2025-07-W16,Mottu Sapucaia do Sul,453,-51.14446419999999,-29.8318452,1,Nova
2026-01-W01,Mottu São João Del Rei,399,-44.2521419,-21.1276679,1,Nova
2025-10-W20,Mottu Angra dos Reis,342,-44.2886596,-22.9760193,1,Nova
2025-09-W18,Mottu Eunápolis - Careca Motos,301,-39.579884,-16.371348,1,Semi-nova
2025-10-W22,Mottu Colatina,474,-40.6249599,-19.5171578,1,Semi-nova
2026-02-W03,Mottu Trizidela do Vale,539,-44.61825049999999,-4.5699989,3,Nova
2026-02-W03,Mottu Nossa Senhora do Socorro,507,-37.0738347,-10.8524236,1,Semi-nova
2025-07-W15,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,2,Usada
2025-09-W18,Mottu Andradina,237,-51.3687814,-20.9013619,2,Nova
2025-09-W18,Mottu Dourados,77,-54.80639619999999,-22.2367098,1,Nova
2025-09-W18,Mottu São Leopoldo,452,-51.1503573,-29.7526475,3,Nova
2025-05-W09,Mottu Barretos,209,-48.5645751,-20.5408513,4,Nova
2026-02-W03,Mottu Canaã dos Carajás,488,-49.85307599999999,-6.519234,1,Semi-nova
2025-06-W13,Mottu Gurupi,269,-49.0704712,-11.7229061,1,Nova
2025-12-W26,Mottu Junqueirópolis,335,-51.438239,-21.513287,2,Nova
2025-04-W07,Mottu Votorantim,204,-47.4394575,-23.5286555,1,Nova
2025-09-W20,Mottu Livramento de Nossa Senhora,345,-41.8419522,-13.652887,1,Nova
2025-09-W20,Mottu Colatina,474,-40.6249599,-19.5171578,1,Usada
2024-08-W18,Mottu Mexico Guadalajara,47,-103.31507792883569,20.595217564717,1,Nova
2026-02-W04,Mottu Peritoró,520,-44.33789460000001,-4.3719458,1,Nova
2025-11-W22,Mottu Tailândia,318,-48.9501481458016,-2.95851336005437,1,Semi-nova
2025-11-W24,Mottu Peruíbe,326,-46.9793906,-24.3054355,1,Semi-nova
2025-11-W23,Mottu Valparaíso,310,-47.985497,-16.060733,8,Nova
2025-11-W23,Mottu Mongaguá,323,-46.673477,-24.120386,7,Nova
2025-11-W23,Mottu Itaboraí - Bil Motos,331,-42.8758193,-22.7489642,19,Nova
2025-11-W23,Mottu Chapadinha,521,-43.30861528774287,-3.730176330693548,4,Nova
2025-11-W23,Mottu Lorena,484,-45.1072046,-22.7348859,9,Usada
2025-09-W20,Mottu Ananindeua,122,-48.3808784,-1.3471502,50,Nova
2025-08-W16,Mottu Abaetetuba,282,-48.8715347,-1.7253883,1,Semi-nova
2025-08-W16,Mottu Araçatuba,109,-50.4516739,-21.227716,5,Semi-nova
2025-08-W16,Mottu Sertãozinho,215,-48.0109954,-21.1358005,4,Nova
2025-09-W19,Mottu Nova Iguaçu - PEP Motos,377,-43.4376618,-22.7577747,16,Nova
2025-04-W08,Mottu Araçatuba,109,-50.4516739,-21.227716,19,Nova
2025-07-W15,Mottu Sete Lagoas,372,-44.22583350000001,-19.469763,6,Nova
2026-01-W02,Mottu Jataí,263,-51.7195897,-17.8957254,1,Semi-nova
2026-01-W02,Mottu Lorena,484,-45.1072046,-22.7348859,12,Nova
2025-03-W05,Mottu Niterói,105,-43.0984724,-22.8812095,43,Nova
2025-06-W12,Mottu Bauru,175,-49.0480625,-22.335849,27,Nova
2025-01-W01,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,14,Nova
2025-10-W22,Mottu Valparaíso,310,-47.985497,-16.060733,7,Nova
2025-07-W14,Mottu Ipojuca,267,-35.011411,-8.435336,7,Nova
2026-03-W05,Mottu Pelotas,203,-52.3373271,-31.7742644,4,Semi-nova
2026-03-W05,Mottu Cabo Frio,283,-42.0483112,-22.8888454,33,Nova
2026-03-W05,Mottu Americana,533,-47.35990719999999,-22.755465,21,Nova
2025-06-W13,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,16,Nova
2025-06-W13,Mottu Ananindeua,122,-48.3808784,-1.3471502,85,Nova
2025-05-W11,Mottu Abaetetuba,282,-48.8715347,-1.7253883,12,Nova
2025-05-W11,Mottu Maracanaú,180,-38.5836855,-3.8404468,113,Nova
2025-05-W11,Mottu Cabo de Santo Agostinho,330,-35.0246031,-8.2865248,4,Nova
2025-10-W21,Mottu Avaré,454,-48.9303262,-23.1128285,22,Nova
2025-10-W21,Mottu Icoaraci,404,-48.4532355,-1.3183456,17,Usada
2026-01-W03,Mottu Barueri,406,-46.88737090000001,-23.5376217,5,Nova
2026-01-W03,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,9,Nova
2025-10-W22,Mottu Itamaraju,303,-39.534563,-17.0273913,6,Nova
2026-02-W05,Mottu Cabo Frio,283,-42.0483112,-22.8888454,6,Nova
2025-08-W18,Mottu Itaboraí - Bil Motos,331,-42.8758193,-22.7489642,3,Nova
2025-08-W18,Mottu Caraguatatuba,213,-45.4249878,-23.6251264,6,Nova
2026-02-W04,Mottu Eunápolis,417,-39.5861931,-16.3726725,16,Nova
2026-02-W04,Mottu Castanhal,365,-47.9371906,-1.2934534,10,Semi-nova
2025-08-W16,Mottu Mérida,249,-89.65309320000001,20.9862862,5,Nova
2026-01-W02,Mottu Boa Viagem,390,-39.7356436,-5.127580099999999,2,Semi-nova
2026-01-W02,Mottu Caucaia,458,-38.6156324,-3.7526848,7,Semi-nova
2026-01-W02,Mottu Cariacica,489,-40.3977994,-20.34272,5,Usada
2026-01-W02,Mottu Patos,300,-37.279752,-7.025593,2,Usada
2025-11-W23,Mottu Sete Lagoas,372,-44.22583350000001,-19.469763,3,Nova
2025-11-W23,Mottu Avaré,454,-48.9303262,-23.1128285,1,Semi-nova
2025-11-W23,Mottu Botucatu,523,-48.4508739,-22.9005741,8,Nova
2025-11-W23,Mottu Itajaí,111,-48.6820452,-26.9133451,15,Semi-nova
2025-08-W17,Mottu Aparecida de Goiânia,123,-49.2363542,-16.744765,18,Usada
2025-08-W17,Mottu Senhor do Bonfim,355,-40.1824922,-10.4580255,15,Nova
2025-08-W17,Mottu Bayeux,384,-34.9156504,-7.122825,34,Nova
2025-08-W17,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,17,Nova
2025-10-W20,Mottu Araçatuba,109,-50.4516739,-21.227716,3,Usada
2026-01-W02,Mottu São Caetano do Sul,422,-46.567018,-23.629382,6,Nova
2026-01-W01,Mottu Colatina,474,-40.6249599,-19.5171578,6,Nova
2026-01-W01,Mottu Castanhal,365,-47.9371906,-1.2934534,8,Semi-nova
2025-09-W19,Mottu Itapecerica da Serra,424,-46.8559486,-23.6909795,2,Nova
2026-01-W01,Mottu Passos,117,-46.6271821,-20.7140311,1,Nova
2026-02-W04,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,3,Usada
2026-02-W04,Mottu Quixeramobim - Manin Motos,786,-39.3060246,-5.1964115,1,Nova
2026-02-W04,Mottu Colatina,474,-40.6249599,-19.5171578,2,Usada
2026-03-W05,Mottu Monte Alto,414,-48.4965335,-21.2661451,6,Semi-nova
2025-10-W21,Mottu Angra dos Reis,342,-44.2886596,-22.9760193,2,Nova
2025-10-W21,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,2,Usada
2026-01-W03,Mottu Toluca,459,-99.6648862,19.2916126,5,Semi-nova
2025-12-W25,Mottu Passo Fundo,522,-52.3966083,-28.2532884,9,Nova
2024-08-W17,Mottu Ipatinga,55,-42.55526374,-19.45593409,4,Nova
2025-09-W19,Mottu Vitória de Santo Antão,250,-35.304595,-8.117414300000002,10,Nova
2026-01-W03,Mottu Nova Iguaçu - PEP Motos,377,-43.4376618,-22.7577747,1,Semi-nova
2025-06-W11,Mottu Crato,295,-39.39295449999999,-7.225556,2,Nova
2025-10-W22,Mottu Icoaraci,404,-48.4532355,-1.3183456,6,Semi-nova
2025-03-W07,Mottu Ipojuca,267,-35.011411,-8.435336,1,Nova
2026-02-W03,Mottu Los Reyes,413,-98.97132933139802,19.35118865932061,37,Semi-nova
2025-12-W24,Mottu Alagoinhas,110,-38.4132317,-12.1514227,1,Nova
2025-12-W24,Mottu São Mateus - Garra Motos,470,-39.8609649,-18.72209,3,Nova
2025-12-W24,Mottu Caucaia,458,-38.6156324,-3.7526848,1,Usada
2025-02-W05,Mottu Muriaé,224,-42.3735529,-21.130193,1,Nova
2025-11-W23,Mottu Bauru,175,-49.0480625,-22.335849,1,Usada
2025-11-W23,Mottu Colatina,474,-40.6249599,-19.5171578,10,Nova
2025-11-W23,Mottu Cancún,107,-86.8215294,21.1768542,9,Usada
2026-03-W05,Mottu Caxias,366,-43.3561852,-4.8565282,6,Semi-nova
2026-01-W01,Mottu Caldas Novas,262,-48.6234711,-17.7452315,3,Nova
2025-11-W23,Mottu Aracati,274,-37.7735402,-4.5698606,3,Semi-nova
2025-09-W20,Mottu Tatuí,119,-47.8429839,-23.3501799,1,Nova
2025-09-W20,Mottu Nova Iguaçu,478,-43.4301659,-22.7650319,1,Semi-nova
2026-02-W04,Mottu Nossa Senhora do Socorro - DS Motos,361,-37.0586032,-10.8563119,2,Nova
2026-02-W04,Mottu Toledo,463,-53.7600405,-24.7337473,6,Nova
2025-03-W07,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,5,Usada
2025-01-W03,Mottu Itajaí,111,-48.6820452,-26.9133451,1,Nova
2025-12-W26,Mottu Sapucaia do Sul,453,-51.14446419999999,-29.8318452,1,Nova
2025-12-W26,Mottu Linhares,258,-40.0475241,-19.3904254,2,Semi-nova
2025-09-W20,Mottu Toluca,459,-99.6648862,19.2916126,1,Outros
2025-09-W20,Mottu Jacobina,352,-40.5161592,-11.1794406,1,Nova
2025-12-W26,Mottu Icoaraci,404,-48.4532355,-1.3183456,8,Usada
2025-11-W24,Mottu Sinop,526,-55.5130393,-11.814819,3,Nova
2026-02-W05,Mottu Passo Fundo,522,-52.3966083,-28.2532884,2,Nova
2026-02-W05,Mottu Brusque,291,-48.8997664,-27.1417414,1,Nova
2025-08-W18,Mottu Araraquara,188,-48.1791376,-21.7801746,2,Nova
2025-04-W09,Mottu Atibaia,270,-46.565403,-23.1165566,1,Nova
2025-12-W24,Mottu Nova Iguaçu,478,-43.4301659,-22.7650319,2,Semi-nova
2026-03-W05,Mottu Hortolândia,408,-47.2012144,-22.8666623,1,Nova
2025-10-W22,Mottu São Gonçalo,506,-43.0700588,-22.8141357,1,Nova
2025-09-W18,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,31,Nova
2025-09-W18,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,4,Usada
2025-06-W13,Mottu Patos de Minas - Moto's Shop,216,-46.5151563,-18.601153,1,Nova
2026-03-W05,Mottu Divinópolis,174,-44.887042,-20.1475955,2,Semi-nova
2025-05-W11,Mottu Indaiatuba,99,-47.2252296,-23.1199119,2,Nova
2025-11-W24,Mottu Mérida,249,-89.65309320000001,20.9862862,2,Usada
2025-10-W22,Mottu Mongaguá,323,-46.673477,-24.120386,2,Usada
2025-08-W17,Mottu Indaiatuba,99,-47.2252296,-23.1199119,1,Semi-nova
2026-01-W02,Mottu Caxias,366,-43.3561852,-4.8565282,1,Usada
2025-02-W04,Mottu Guarujá,210,-46.2540773,-23.9754262,1,Nova
2025-08-W16,Mottu Itabaiana,358,-37.4285187,-10.6835409,1,Nova
2025-06-W13,Mottu Itapetininga,449,-48.0531441,-23.5924648,1,Semi-nova
2025-10-W20,Mottu Mauá,177,-46.4473626,-23.6751585,1,Semi-nova
2025-05-W09,Mottu Divinópolis,174,-44.887042,-20.1475955,1,Usada
2025-05-W09,Mottu Aparecida de Goiânia,123,-49.2363542,-16.744765,5,Usada
2025-05-W09,Mottu Valparaíso,310,-47.985497,-16.060733,3,Usada
2025-10-W21,Mottu Chapecó - RCC Motos,486,-52.60369739999999,-27.1054578,1,Usada
2025-10-W21,Mottu Dom Eliseu,534,-47.5577402,-4.2978492,1,Nova
2025-10-W20,Mottu Valinhos,409,-46.9907972,-22.9815375,1,Usada
2025-11-W22,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,6,Nova
2025-11-W22,Mottu Eunápolis - Careca Motos,301,-39.579884,-16.371348,1,Nova
2025-11-W24,Mottu Iguatu,401,-39.2972811,-6.3567887,1,Nova
2026-03-W06,Mottu Messejana,402,-38.4827516,-3.8372596,1,Usada
2026-03-W06,Mottu Vila Isabel,225,-43.2561787,-22.9171447,3,Nova
2026-03-W06,Mottu Campo Grande - RJ,497,-43.5693954,-22.9247959,4,Nova
2026-03-W06,Mottu Jacobina,352,-40.5161592,-11.1794406,1,Usada
2024-12-W26,Mottu CDMX Cien Metros,85,-99.1507383881324,19.505780122172116,2,Outros
2025-09-W18,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,6,Semi-nova
2025-08-W16,Mottu Nossa Senhora da Glória,359,-37.4343848,-10.2067284,1,Nova
2026-02-W03,Mottu São José de Ribamar,513,-44.15766835212708,-2.5513641091356254,6,Semi-nova
2024-12-W27,Mottu Camaçari,173,-38.3265349,-12.7028234,1,Usada
2025-11-W23,Mottu Chapecó - RCC Motos,486,-52.60369739999999,-27.1054578,3,Nova
2026-02-W03,Mottu Ibiúna,461,-47.2255891,-23.6601203,1,Nova
2026-02-W03,Mottu Cancún,107,-86.8215294,21.1768542,13,Semi-nova
2025-07-W16,Mottu Diadema,407,-46.5944493,-23.6896136,1,Nova
2025-07-W16,Mottu Peruíbe,326,-46.9793906,-24.3054355,1,Nova
2025-08-W17,Mottu Poços de Caldas - VMA Motos,298,-46.5944892,-21.7826867,1,Semi-nova
2026-02-W04,Mottu Vitória,405,-40.3129523,-20.3089927,4,Semi-nova
2026-02-W03,Mottu Eusébio,375,-38.4493216,-3.9050053,2,Nova
2025-11-W22,Mottu Itumbiara,537,-49.2155253,-18.4135423,1,Nova
2025-10-W21,Mottu São João Del Rei,399,-44.2521419,-21.1276679,1,Nova
2025-11-W24,Mottu Barreiras,259,-44.9728064,-12.1418617,1,Usada
2025-02-W03,Mottu Guadalajara Centro,113,-103.36324951349236,20.658141599503214,1,Outros
2025-11-W23,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,17,Semi-nova
2025-11-W23,Mottu Patos,300,-37.279752,-7.025593,6,Nova
2025-05-W10,Mottu Votorantim,204,-47.4394575,-23.5286555,3,Nova
2025-05-W10,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,28,Nova
2025-09-W20,Mottu Mauá,177,-46.4473626,-23.6751585,4,Nova
2024-10-W21,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,7,Usada
2025-08-W16,Mottu Indaiatuba,99,-47.2252296,-23.1199119,3,Nova
2025-09-W19,Mottu Fernandópolis,334,-50.2524636,-20.2743632,3,Nova
2025-07-W14,Mottu Tobias Barreto,362,-38.0006433,-11.1836194,5,Nova
2025-06-W12,Mottu Blumenau,356,-49.08405880000001,-26.8920532,8,Nova
2025-10-W22,Mottu Ananindeua,122,-48.3808784,-1.3471502,24,Usada
2026-03-W05,Mottu Pouso Alegre,472,-45.9310217,-22.2407162,8,Nova
2026-03-W05,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,4,Semi-nova
2026-03-W05,Mottu Caucaia,458,-38.6156324,-3.7526848,21,Nova
2025-06-W13,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,18,Nova
2025-04-W08,Mottu Matão,273,-48.3598246,-21.60854,3,Nova
